"Cell_Line","Compound_ID","Category","Dist","ID"
"786-0","Umeclidinium bromide","acetylcholine receptor antagonist",0.8409101483896,"2021018058_11-19"
"786-0","Aclidinium Bromide","acetylcholine receptor antagonist",0.83168525503483,"2021018042_5-3; 2021018058_7-14"
"786-0","Procyclidine HCl","acetylcholine receptor antagonist",0.829184921607665,"2021018059_6-9"
"786-0","Propantheline bromide","acetylcholine receptor antagonist",0.807281988377251,"2021018060_7-5"
"786-0","Clidinium Bromide","acetylcholine receptor antagonist",0.77973357282128,"2021018061_11-3"
"786-0","Tropicamide","acetylcholine receptor antagonist",0.762770479950373,"2021018039_8-19; 2021018056_16-9"
"786-0","Diphemanil Methylsulfate","acetylcholine receptor antagonist",0.750916123309134,"2021018042_7-3; 2021018058_11-14"
"786-0","Atropine sulfate monohydrate","acetylcholine receptor antagonist",0.728418575191889,"2021018056_11-20"
"786-0","Imidafenacin","acetylcholine receptor antagonist",0.705501677609867,"2021018060_16-12"
"786-0","Pirenzepine dihydrochloride","acetylcholine receptor antagonist",0.696777091342328,"2021018064_15-21"
"786-0","Flavoxate HCl","acetylcholine receptor antagonist",0.694855272420769,"2021018042_3-3; 2021018064_14-5"
"786-0","Methylbenactyzine Bromide","acetylcholine receptor antagonist",0.694003330214303,"2021018059_11-18"
"786-0","Atropine","acetylcholine receptor antagonist",0.689103935276006,"2021018040_1-7"
"786-0","Oxybutynin","acetylcholine receptor antagonist",0.646802278986604,"2021018041_2-8; 2021018056_7-9; 2021018057_14-8"
"786-0","Homatropine Bromide","acetylcholine receptor antagonist",0.633872596294262,"2021018043_16-15; 2021018058_3-14"
"786-0","Biperiden HCl","acetylcholine receptor antagonist",0.615045109921259,"2021018038_2-13"
"786-0","Hyoscyamine","acetylcholine receptor antagonist",0.592643872235308,"2021018041_14-22; 2021018058_15-10"
"786-0","Orphenadrine Citrate","acetylcholine receptor antagonist",0.59018100679258,"2021018039_2-18; 2021018056_5-8"
"786-0","Tiotropium Bromide hydrate","acetylcholine receptor antagonist",0.584512190413533,"2021018040_10-12; 2021018057_6-7"
"786-0","Methscopolamine","acetylcholine receptor antagonist",0.575822359869823,"2021018039_8-6; 2021018056_6-17"
"786-0","Trospium chloride","acetylcholine receptor antagonist",0.424280746577544,"2021018040_14-12; 2021018057_8-7"
"786-0","Gallamine Triethiodide","acetylcholine receptor antagonist",0.410522000581426,"2021018040_8-19; 2021018057_1-15"
"786-0","Fesoterodine Fumarate","acetylcholine receptor antagonist",0.403427475661488,"2021018040_9-21; 2021018056_16-6"
"786-0","Carbaryl","acetylcholinesterase inhibitor",1.84610386367085,"2021018060_8-20"
"786-0","Neostigmine Bromide","acetylcholinesterase inhibitor",1.46596333437842,"2021018064_11-13"
"786-0","Pralidoxime Iodide","acetylcholinesterase inhibitor",1.46587497264873,"2021018060_6-21"
"786-0","Pralidoxime chloride","acetylcholinesterase inhibitor",1.42450961907878,"2021018064_8-15"
"786-0","Tacrine HCl","acetylcholinesterase inhibitor",0.894401560524961,"2021018059_14-9"
"786-0","Eucalyptol","acetylcholinesterase inhibitor",0.882335287362546,"2021018058_10-3"
"786-0","Edrophonium chloride","acetylcholinesterase inhibitor",0.851089132807095,"2021018061_15-14"
"786-0","Donepezil","acetylcholinesterase inhibitor",0.814909795340177,"2021018060_16-15; 2021018064_9-13"
"786-0","Galanthamine","acetylcholinesterase inhibitor",0.802300328509338,"2021018058_2-13; 2021018064_1-5"
"786-0","Demecarium Bromide","acetylcholinesterase inhibitor",0.793902175559298,"2021018062_11-20"
"786-0","Rivastigmine Tartrate","acetylcholinesterase inhibitor",0.727737596223149,"2021018039_14-22; 2021018056_3-14; 2021018059_14-10"
"786-0","Cryptotanshinone","acetylcholinesterase inhibitor, STAT inhibitor",1.51963139852424,"2021018040_5-8"
"786-0","CK-636","actin related protein inhibitor",0.733384243074734,"2021018043_11-7"
"786-0","Adenosine","adenosine receptor agonist",0.571101925077624,"2021018039_9-4; 2021018055_14-12"
"786-0","Regadenoson","adenosine receptor agonist",0.519287149978157,"2021018060_2-10"
"786-0","Proxyphylline","adenosine receptor antagonist",1.50029940080882,"2021018060_5-17"
"786-0","Etofylline","adenosine receptor antagonist",1.39822619746373,"2021018060_4-9"
"786-0","L-Arginine HCl (L-Arg)","adenosine receptor antagonist",1.3151601821709,"2021018064_3-21"
"786-0","Doxofylline","adenosine receptor antagonist",0.996960631703195,"2021018042_3-6; 2021018058_6-18"
"786-0","Istradefylline","adenosine receptor antagonist",0.877862959861877,"2021018041_11-10; 2021018057_1-8"
"786-0","CPI-444","adenosine receptor antagonist",0.849786386597829,"2021018063_6-3"
"786-0","Aminophylline","adenosine receptor antagonist",0.673539490189408,"2021018039_11-8; 2021018055_14-16"
"786-0","Forskolin","adenylyl cyclase activator",1.79427311987793,"2021018040_6-15"
"786-0","AdipoRon","adiponectin receptor agonist",0.963133343658908,"2021018043_6-4"
"786-0","Atglistatin","adipose triglyceride lipase inhibitor",1.31347837651038,"2021018043_4-4"
"786-0","Guanethidine Monosulfate","adrenergic inhibitor",1.04542244865004,"2021018064_1-6"
"786-0","Guanfacine Hydrochloride","adrenergic receptor agonist",1.59539912594335,"2021018059_6-12"
"786-0","Salbutamol Sulfate","adrenergic receptor agonist",1.59150984070514,"2021018064_13-13"
"786-0","Salmeterol","adrenergic receptor agonist",1.56415404419957,"2021018061_1-11"
"786-0","Methyldopa","adrenergic receptor agonist",1.49225865327806,"2021018065_9-5"
"786-0","Nylidrin Hydrochloride","adrenergic receptor agonist",1.46791751178025,"2021018064_5-4"
"786-0","Tetryzoline","adrenergic receptor agonist",1.40165172847993,"2021018061_2-19"
"786-0","Adrafinil","adrenergic receptor agonist",1.36417085009249,"2021018060_13-12"
"786-0","Vilanterol Trifenate","adrenergic receptor agonist",1.2919393051066,"2021018058_13-17"
"786-0","Oxymetazoline HCl","adrenergic receptor agonist",1.28940584864217,"2021018043_10-5"
"786-0","Salbutamol","adrenergic receptor agonist",1.0321223575002,"2021018061_5-7"
"786-0","Apraclonidine HCl","adrenergic receptor agonist",0.990715485560085,"2021018063_1-21"
"786-0","Tulobuterol hydrochloride","adrenergic receptor agonist",0.983293429982258,"2021018063_3-3"
"786-0","Amitraz","adrenergic receptor agonist",0.975914342516971,"2021018058_5-5"
"786-0","Medetomidine HCl","adrenergic receptor agonist",0.932110653847064,"2021018043_4-13; 2021018057_13-22"
"786-0","Methoxyphenamine Hydrochloride","adrenergic receptor agonist",0.910277976598357,"2021018058_1-5"
"786-0","Midodrine","adrenergic receptor agonist",0.908157648452754,"2021018061_14-19; 2021018061_16-19"
"786-0","Metaraminol Bitartrate","adrenergic receptor agonist",0.871647144721595,"2021018059_6-7"
"786-0","Ritodrine HCl","adrenergic receptor agonist",0.865722699874594,"2021018040_4-10; 2021018057_4-5"
"786-0","Xylazine","adrenergic receptor agonist",0.836160221110298,"2021018040_8-6; 2021018057_2-3; 2021018061_9-17"
"786-0","Phenylephrine HCl","adrenergic receptor agonist",0.82907003422928,"2021018040_14-16; 2021018057_6-11"
"786-0","Adrenalone HCl","adrenergic receptor agonist",0.811199757739729,"2021018041_4-16; 2021018057_2-18"
"786-0","Tizanidine","adrenergic receptor agonist",0.804759270649585,"2021018038_6-14; 2021018055_13-10; 2021018061_15-11"
"786-0","Guanabenz Acetate","adrenergic receptor agonist",0.801486853447253,"2021018042_9-9; 2021018058_3-22"
"786-0","Naphazoline HCl","adrenergic receptor agonist",0.800896914505659,"2021018040_12-6; 2021018057_6-3"
"786-0","Ractopamine HCl","adrenergic receptor agonist",0.799480724218731,"2021018059_8-9"
"786-0","Dexmedetomidine","adrenergic receptor agonist",0.778581184305223,"2021018041_6-4; 2021018056_5-14; 2021018057_16-4"
"786-0","Fenoterol hydrobromide","adrenergic receptor agonist",0.774323653400835,"2021018061_11-6; 2021018061_13-6"
"786-0","Brimonidine Tartrate","adrenergic receptor agonist",0.768493930851371,"2021018042_4-5; 2021018059_15-15; 2021018062_4-4"
"786-0","Isoprenaline HCl","adrenergic receptor agonist",0.748979289147905,"2021018040_10-16; 2021018057_2-11"
"786-0","Indacaterol Maleate","adrenergic receptor agonist",0.741793305177016,"2021018041_2-6; 2021018057_14-6; 2021018061_8-7"
"786-0","Formoterol Hemifumarate","adrenergic receptor agonist",0.732764846516571,"2021018039_2-12; 2021018056_10-21"
"786-0","Methoxamine HCl","adrenergic receptor agonist",0.730436978259369,"2021018059_8-7"
"786-0","Bambuterol HCl","adrenergic receptor agonist",0.707853960015548,"2021018059_11-17"
"786-0","Clorprenaline HCl","adrenergic receptor agonist",0.682379678555815,"2021018043_2-17; 2021018058_4-14"
"786-0","Xylometazoline HCl","adrenergic receptor agonist",0.676595846202966,"2021018040_6-18; 2021018057_14-11; 2021018062_14-18"
"786-0","Detomidine HCl","adrenergic receptor agonist",0.647231286662703,"2021018043_1-20; 2021018056_9-14"
"786-0","Synephrine HCl","adrenergic receptor agonist",0.608220223589926,"2021018040_12-13; 2021018040_13-22; 2021018056_14-22; 2021018057_7-9"
"786-0","Mirabegron","adrenergic receptor agonist",0.558314131996125,"2021018041_6-22; 2021018058_7-10"
"786-0","Noradrenaline bitartrate monohydrate","adrenergic receptor agonist",0.536356439373282,"2021018043_14-7; 2021018057_2-19"
"786-0","Tetrahydrozoline HCl","adrenergic receptor agonist",0.519480773614889,"2021018042_7-5; 2021018058_11-16"
"786-0","Clonidine HCl","adrenergic receptor agonist",0.47851695952887,"2021018040_8-17; 2021018057_1-13"
"786-0","Isoetharine Mesylate","adrenergic receptor agonist",0.478419455243403,"2021018059_12-5"
"786-0","Epinephrine bitartrate","adrenergic receptor agonist, neurotransmitter",0.551022897436071,"2021018057_8-3"
"786-0","L-Adrenaline","adrenergic receptor agonist, neurotransmitter",0.5275338702053,"2021018040_14-6; 2021018040_16-6; 2021018057_10-3"
"786-0","Epinephrine HCl","adrenergic receptor agonist, neurotransmitter",0.459613144761681,"2021018043_6-13; 2021018057_15-22"
"786-0","Cyclobenzaprine HCl","adrenergic receptor agonist, serotonin receptor agonist",1.10802505678399,"2021018059_7-19"
"786-0","Dronedarone","adrenergic receptor antagonist",3.71057498236322,"2021018040_9-3; 2021018056_5-18; 2021018061_1-10"
"786-0","Carvedilol Phosphate","adrenergic receptor antagonist",2.5105037858154,"2021018061_2-15"
"786-0","fluticasone furoate","adrenergic receptor antagonist",2.18688204480731,"2021018063_3-13"
"786-0","Tamsulosin","adrenergic receptor antagonist",1.9252500002819,"2021018055_9-10"
"786-0","Asenapine maleate","adrenergic receptor antagonist",1.68274714778953,"2021018055_10-11"
"786-0","Nebivolol","adrenergic receptor antagonist",1.60916179558666,"2021018039_5-11; 2021018055_3-22; 2021018061_6-21"
"786-0","Isoxsuprine hydrochloride","adrenergic receptor antagonist",1.44292638193353,"2021018061_2-11"
"786-0","Silodosin","adrenergic receptor antagonist",1.42783471257503,"2021018039_5-19; 2021018055_12-6"
"786-0","Nicergoline","adrenergic receptor antagonist",1.37543915149808,"2021018059_12-22"
"786-0","Doxazosin","adrenergic receptor antagonist",1.3499965966945,"2021018038_8-17; 2021018055_10-15; 2021018061_11-8"
"786-0","Vincamine","adrenergic receptor antagonist",1.31452581376902,"2021018065_13-13"
"786-0","Salmeterol Xinafoate","adrenergic receptor antagonist",1.27425080473122,"2021018059_15-21"
"786-0","Carazolol","adrenergic receptor antagonist",1.27043493500898,"2021018063_3-7"
"786-0","Dapiprazole Hydrochloride","adrenergic receptor antagonist",1.24435244444231,"2021018060_9-20"
"786-0","Procaterol HCl","adrenergic receptor antagonist",1.23652222332644,"2021018056_11-12"
"786-0","Terbutaline Sulfate","adrenergic receptor antagonist",1.20317320462787,"2021018064_2-9"
"786-0","Landiolol hydrochloride","adrenergic receptor antagonist",1.19341865455081,"2021018061_5-13"
"786-0","Carteolol HCl","adrenergic receptor antagonist",1.15833676188733,"2021018059_13-17"
"786-0","Dihydroergotamine Mesylate","adrenergic receptor antagonist",1.09883984820799,"2021018061_1-4"
"786-0","Labetalol HCl","adrenergic receptor antagonist",1.09054044920072,"2021018059_5-21"
"786-0","Olodaterol hydrochloride","adrenergic receptor antagonist",1.08844562932036,"2021018061_13-16"
"786-0","Phenoxybenzamine HCl","adrenergic receptor antagonist",1.07738039270068,"2021018040_2-4; 2021018057_5-19"
"786-0","Naftopidil","adrenergic receptor antagonist",1.05740954877146,"2021018038_16-6; 2021018040_11-5; 2021018055_11-4; 2021018056_5-20"
"786-0","Yohimbine HCl","adrenergic receptor antagonist",1.05102499281606,"2021018040_4-3; 2021018057_9-3"
"786-0","Isoproterenol sulfate dihydrate","adrenergic receptor antagonist",1.03430759775481,"2021018061_14-11"
"786-0","Terazosin HCl Dihydrate","adrenergic receptor antagonist",1.03377979452261,"2021018056_13-8"
"786-0","Bevantolol hydrochloride","adrenergic receptor antagonist",1.02863573181406,"2021018060_8-11"
"786-0","Carvedilol","adrenergic receptor antagonist",0.986021861105498,"2021018039_10-7; 2021018056_7-19"
"786-0","Esmolol HCl","adrenergic receptor antagonist",0.976587133746614,"2021018042_3-17; 2021018058_10-8; 2021018061_3-8"
"786-0","Propranolol HCl","adrenergic receptor antagonist",0.970032053272287,"2021018042_9-11; 2021018058_2-4"
"786-0","Bisoprolol fumarate","adrenergic receptor antagonist",0.968425143312946,"2021018038_11-20; 2021018055_7-21"
"786-0","Nadolol","adrenergic receptor antagonist",0.961386788901082,"2021018060_12-7"
"786-0","Reboxetine mesylate","adrenergic receptor antagonist",0.958273131618426,"2021018041_4-18; 2021018057_14-18"
"786-0","Pindolol","adrenergic receptor antagonist",0.946755672250745,"2021018059_8-17"
"786-0","Metroprolol succinate","adrenergic receptor antagonist",0.941497456720441,"2021018060_16-6"
"786-0","Urapidil HCl","adrenergic receptor antagonist",0.90625664282612,"2021018039_8-12; 2021018056_16-21"
"786-0","Oxprenolol HCl","adrenergic receptor antagonist",0.870090751338124,"2021018059_16-7"
"786-0","Timolol Maleate","adrenergic receptor antagonist",0.864798541272967,"2021018042_5-21; 2021018058_10-12"
"786-0","Alprenolol hydrochloride","adrenergic receptor antagonist",0.84084357953602,"2021018061_5-10"
"786-0","Celiprolol hydrochloride","adrenergic receptor antagonist",0.816132724188949,"2021018061_9-16"
"786-0","Prazosin HCl","adrenergic receptor antagonist",0.767225313305472,"2021018038_8-12; 2021018061_7-8; 2021018065_13-3"
"786-0","Phentolamine Mesylate","adrenergic receptor antagonist",0.756514595656465,"2021018039_12-14; 2021018056_15-4"
"786-0","Betaxolol","adrenergic receptor antagonist",0.746423920259602,"2021018039_16-22; 2021018056_7-14; 2021018056_15-17"
"786-0","Alfuzosin HCl","adrenergic receptor antagonist",0.721535417296844,"2021018038_2-12; 2021018055_11-8; 2021018061_7-6"
"786-0","Metoprolol Tartrate","adrenergic receptor antagonist",0.700977756291641,"2021018039_10-11; 2021018056_4-3; 2021018060_12-20"
"786-0","levalbuterol tartrate","adrenergic receptor antagonist",0.683982585245543,"2021018062_2-16"
"786-0","Ivabradine HCl","adrenergic receptor antagonist",0.675124302614719,"2021018039_12-22; 2021018056_1-14"
"786-0","Levobetaxolol HCl","adrenergic receptor antagonist",0.579619675056517,"2021018042_9-13; 2021018058_4-6"
"786-0","Sotalol","adrenergic receptor antagonist",0.551162193009434,"2021018040_16-4; 2021018057_7-21"
"786-0","Terazosin HCl","adrenergic receptor antagonist",0.528284713128928,"2021018039_8-18; 2021018059_2-10"
"786-0","Tolazoline HCl","adrenergic receptor antagonist",0.509933577225196,"2021018042_7-21; 2021018058_12-12"
"786-0","Atipamezole","adrenergic receptor antagonist",0.467527506302986,"2021018059_4-4; 2021018059_6-4"
"786-0","Acebutolol HCl","adrenergic receptor antagonist",0.453648731718457,"2021018041_8-22; 2021018058_9-10"
"786-0","Moxisylyte hydrochloride","adrenergic receptor antagonist",0.39568695366838,"2021018061_14-9"
"786-0","Scopine HCl","adrenergic receptor antagonist",0.34687143203412,"2021018040_8-12; 2021018040_12-12"
"786-0","Miransertib (ARQ 092) HCl","AKT inhibitor",4.77054439949344,"2021018062_6-15"
"786-0","A-674563","AKT inhibitor",4.6467381622922,"2021018041_1-11"
"786-0","Uprosertib (GSK2141795)","AKT inhibitor",3.03566371479887,"2021018062_3-5"
"786-0","GSK690693","AKT inhibitor",3.02009969613685,"2021018043_5-6"
"786-0","AT7867","AKT inhibitor",2.93865671886584,"2021018039_15-11"
"786-0","AZD5363","AKT inhibitor",2.90750460186372,"2021018043_7-13; 2021018062_8-5"
"786-0","MK-2206 2HCl","AKT inhibitor",2.61859611836871,"2021018038_11-15; 2021018055_13-9"
"786-0","Ipatasertib (GDC-0068)","AKT inhibitor",2.4826891698922,"2021018057_1-10"
"786-0","GDC-0068","AKT inhibitor",1.99661559735183,"2021018041_3-14"
"786-0","Perifosine (KRX-0401)","AKT inhibitor",1.95537434124369,"2021018064_1-3"
"786-0","Triciribine","AKT inhibitor",1.93878794891342,"2021018043_13-6; 2021018055_15-11"
"786-0","CCT128930","AKT inhibitor",1.50013806087368,"2021018041_1-7"
"786-0","Honokiol","AKT inhibitor",0.515446361530631,"2021018040_9-12; 2021018056_2-16"
"786-0","Palomid 529 (P529)","AKT inhibitor, mTOR inhibitor",1.79410583763522,"2021018040_5-21"
"786-0","PHT-427","AKT inhibitor, pyruvate dehydrogenase inhibitor",1.67911587752994,"2021018039_11-11"
"786-0","TIC10","AKT inhibitor, TRAIL modulator, MAP kinase inhibitor",1.23695087631266,"2021018042_16-21; 2021018062_2-3"
"786-0","Isovaleramide","alcohol dehydrogenase inhibitor",1.41373677479936,"2021018042_11-19"
"786-0","Fomepizole","alcohol dehydrogenase inhibitor",0.80754588408238,"2021018056_5-3"
"786-0","Formononetin","alcohol dehydrogenase inhibitor",0.674494683726156,"2021018040_9-10; 2021018056_6-14"
"786-0","Epalrestat","aldose reductase inhibitor",1.42715159602018,"2021018039_6-14; 2021018065_13-7"
"786-0","Cinnamaldehyde","aldose reductase inhibitor, TRPV agonist",1.00621818688253,"2021018058_12-3"
"786-0","Ceritinib (LDK378)","ALK tyrosine kinase receptor inhibitor",5.62078422657339,"2021018042_6-17; 2021018061_12-16"
"786-0","Crizotinib (PF-02341066)","ALK tyrosine kinase receptor inhibitor",2.59610332142786,"2021018038_11-13; 2021018055_11-9"
"786-0","TAE684 (NVP-TAE684)","ALK tyrosine kinase receptor inhibitor",2.5511786992919,"2021018038_11-21"
"786-0","SB505124","ALK tyrosine kinase receptor inhibitor",1.82436723968647,"2021018040_5-13"
"786-0","Alectinib hydrochloride","ALK tyrosine kinase receptor inhibitor",1.4272769044776,"2021018065_7-17"
"786-0","GW788388","ALK tyrosine kinase receptor inhibitor",1.23265564224279,"2021018043_14-9"
"786-0","Alectinib (CH5424802)","ALK tyrosine kinase receptor inhibitor",1.09525059232645,"2021018041_13-4; 2021018057_3-6"
"786-0","Lorlatinib?(PF-6463922)","ALK tyrosine kinase receptor inhibitor",0.87760335801272,"2021018062_13-5"
"786-0","DMH1","ALK tyrosine kinase receptor inhibitor",0.63425558054122,"2021018042_14-4"
"786-0","ML347","ALK tyrosine kinase receptor inhibitor",0.559981736205203,"2021018042_2-6"
"786-0","AP26113","ALK tyrosine kinase receptor inhibitor, EGFR inhibitor",2.56534700312897,"2021018042_6-9"
"786-0","Brigatinib (AP26113)","ALK tyrosine kinase receptor inhibitor, EGFR inhibitor",1.49792809799004,"2021018065_10-3"
"786-0","A-769662","AMPK activator",1.1271614493163,"2021018041_11-15"
"786-0","Acadesine","AMPK activator",0.999213063302799,"2021018039_2-5"
"786-0","Phenformin HCl","AMPK activator",0.731886582832935,"2021018040_4-12; 2021018057_2-7"
"786-0","Adenosine 5'-monophosphate monohydrate","AMPK activator",0.694673914852805,"2021018060_13-20"
"786-0","WZ4003","AMPK inhibitor",1.6214096693023,"2021018042_6-20"
"786-0","ETC-1002","AMPK inhibitor",0.764996618576897,"2021018062_11-21"
"786-0","Salicylamide","analgesic agent",1.40152109977226,"2021018062_16-22"
